id;LongTrend
200;1
201;1
202;1
203;1
204;1
205;1
206;1
207;1
208;1
209;1
210;1
211;1
212;1
213;1
214;1
215;1
216;1
217;1
218;1
219;1
220;1
221;1
222;1
223;1
224;1
225;1
226;1
227;1
228;1
229;1
230;1
231;1
232;1
233;1
234;1
235;1
236;1
237;1
238;1
239;1
240;1
241;1
242;1
243;1
244;1
245;1
246;1
247;1
248;1
249;1
250;1
251;1
252;1
253;1
254;1
255;1
256;1
257;1
258;1
259;1
260;1
261;1
262;0
263;0
264;0
265;0
266;0
267;0
268;0
269;0
270;0
271;0
272;0
273;0
274;0
275;0
276;0
277;0
278;0
279;0
280;0
281;0
282;0
283;0
284;0
285;0
286;0
287;0
288;0
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;0
301;0
302;0
303;0
304;0
305;0
306;0
307;0
308;0
309;0
310;0
311;0
312;0
313;0
314;0
315;0
316;0
317;0
318;0
319;0
320;0
321;0
322;0
323;0
324;0
325;0
326;0
327;0
328;0
329;0
330;0
331;0
332;0
333;0
334;0
335;0
336;0
337;0
338;0
339;0
340;0
341;0
342;0
343;0
344;0
345;0
346;0
347;0
348;0
349;0
350;0
351;0
352;0
353;0
354;0
355;1
356;1
357;1
358;1
359;1
360;1
361;1
362;1
363;1
364;1
365;1
366;1
367;1
368;1
369;1
370;1
371;1
372;1
373;1
374;1
375;1
376;1
377;1
378;1
379;1
380;1
381;1
382;1
383;1
384;1
385;1
386;1
387;1
388;1
389;1
390;1
391;1
392;1
393;1
394;1
395;1
396;1
397;1
398;1
399;1
400;1
401;1
402;1
403;1
404;1
405;1
406;1
407;1
408;1
409;1
410;1
411;1
412;1
413;1
414;1
415;1
416;1
417;1
418;1
419;1
420;1
421;1
422;1
423;1
424;1
425;1
426;1
427;1
428;1
429;1
430;1
431;1
432;1
433;1
434;1
435;1
436;1
437;1
438;1
439;1
440;1
441;1
442;1
443;1
444;1
445;1
446;1
447;1
448;1
449;1
450;1
451;1
452;1
453;1
454;1
455;1
456;1
457;1
458;1
459;1
460;1
461;1
462;1
463;1
464;1
465;1
466;1
467;1
468;1
469;1
470;1
471;1
472;1
473;1
474;1
475;1
476;1
477;1
478;1
479;1
480;1
481;1
482;1
483;1
484;1
485;1
486;1
487;1
488;1
489;1
490;1
491;1
492;1
493;1
494;1
495;1
496;1
497;1
498;1
499;1
500;1
501;1
502;1
503;1
504;1
505;1
506;1
507;1
508;1
509;1
510;1
511;1
512;1
513;1
514;1
515;1
516;1
517;1
518;1
519;1
520;1
521;1
522;1
523;1
524;1
525;1
526;1
527;1
528;1
529;1
530;1
531;1
532;1
533;1
534;1
535;1
536;1
537;1
538;1
539;1
540;1
541;1
542;1
543;1
544;1
545;1
546;1
547;1
548;1
549;1
550;1
551;1
552;1
553;1
554;1
555;1
556;1
557;1
558;1
559;1
560;1
561;1
562;1
563;1
564;1
565;1
566;1
567;1
568;1
569;1
570;1
571;1
572;1
573;1
574;1
575;1
576;1
577;1
578;1
579;1
580;1
581;1
582;1
583;1
584;1
585;1
586;1
587;1
588;1
589;1
590;1
591;1
592;1
593;1
594;1
595;1
596;1
597;1
598;1
599;1
600;1
601;1
602;1
603;1
604;1
605;1
606;1
607;1
608;1
609;1
610;1
611;1
612;1
613;1
614;1
615;1
616;1
617;1
618;1
619;1
620;1
621;1
622;1
623;1
624;1
625;1
626;1
627;1
628;1
629;1
630;1
631;1
632;1
633;1
634;1
635;1
636;1
637;1
638;1
639;1
640;1
641;1
642;1
643;1
644;1
645;1
646;1
647;1
648;1
649;1
650;1
651;1
652;1
653;1
654;1
655;1
656;1
657;1
658;1
659;1
660;1
661;1
662;1
663;1
664;1
665;1
666;1
667;1
668;1
669;1
670;1
671;1
672;1
673;1
674;1
675;1
676;1
677;1
678;1
679;1
680;1
681;1
682;1
683;1
684;1
685;1
686;1
687;1
688;1
689;1
690;1
691;1
692;1
693;1
694;1
695;1
696;1
697;1
698;1
699;1
700;1
701;1
702;1
703;1
704;1
705;1
706;1
707;1
708;1
709;1
710;1
711;1
712;1
713;1
714;1
715;1
716;1
717;1
718;1
719;1
720;1
721;1
722;1
723;1
724;1
725;1
726;1
727;1
728;1
729;1
730;1
731;1
732;1
733;1
734;1
735;1
736;1
737;1
738;1
739;1
740;1
741;1
742;1
743;1
744;1
745;1
746;1
747;1
748;1
749;1
750;1
751;1
752;1
753;1
754;1
755;1
756;1
757;1
758;1
759;1
760;1
761;1
762;1
763;1
764;1
765;1
766;1
767;1
768;1
769;1
770;1
771;1
772;1
773;0
774;0
775;0
776;0
777;0
778;0
779;0
780;0
781;0
782;0
783;0
784;0
785;0
786;0
787;0
788;0
789;0
790;0
791;0
792;0
793;0
794;0
795;0
796;0
797;0
798;0
799;0
800;0
801;0
802;0
803;0
804;0
805;0
806;0
807;0
808;0
809;0
810;0
811;0
812;0
813;0
814;0
815;0
816;0
817;0
818;0
819;0
820;0
821;0
822;0
823;0
824;0
825;0
826;0
827;0
828;0
829;0
830;0
831;0
832;0
833;0
834;0
835;0
836;0
837;0
838;0
839;0
840;0
841;0
842;0
843;0
844;0
845;0
846;0
847;0
848;0
849;0
850;0
851;0
852;0
853;0
854;0
855;0
856;0
857;0
858;0
859;0
860;0
861;0
862;0
863;0
864;0
865;0
866;0
867;0
868;0
869;0
870;0
871;0
872;0
873;0
874;0
875;0
876;0
877;0
878;0
879;0
880;0
881;0
882;0
883;0
884;0
885;0
886;0
887;0
888;0
889;0
890;0
891;1
892;1
893;1
894;1
895;1
896;1
897;1
898;1
899;1
900;1
901;1
902;1
903;1
904;1
905;1
906;1
907;1
908;1
909;1
910;1
911;1
912;1
913;1
914;1
915;1
916;1
917;1
918;1
919;1
920;1
921;1
922;1
923;1
924;1
925;1
926;1
927;1
928;1
929;1
930;1
931;1
932;1
933;1
934;1
935;1
936;1
937;1
938;1
939;1
940;1
941;1
942;1
943;1
944;1
945;1
946;1
947;1
948;1
949;1
