id;GPA
1001;2.929195591667681
1002;3.042914833436377
1003;0.1126022544661815
1004;2.0542181397029484
1005;1.2880611817953875
1006;3.0841836144863937
1007;2.748237414891583
1008;1.360142712316461
1009;2.896819189513569
1010;3.5734742103297656
1011;2.1471716250185144
1012;1.5595945190402771
1013;1.520077814874808
1014;1.7515809583340785
1015;2.396788117124796
1016;1.3415207165346672
1017;2.232175277715976
1018;1.3844041756940335
1019;0.4695533233798704
1020;2.3957840945307
1021;2.778411299920653
1022;0.3468940367050148
1023;0.3125462305253549
1024;1.7701318767799732
1025;1.5051556220362858
1026;2.977851918315743
1027;2.948717671911921
1028;2.145204720467192
1029;2.854803928981318
1030;1.519441725815139
1031;1.727120309522409
1032;1.8475354711387904
1033;0.3846169728564877
1034;0.94940609779728
1035;1.1409594184203395
1036;0.2614722600507521
1037;0.2182848568210317
1038;1.0677635510419796
1039;3.0189058584279675
1040;1.5268678317927231
1041;1.0582873996898603
1042;2.625128097732231
1043;2.8087548220286536
1044;2.888891669272444
1045;4.0
1046;2.515300272256249
1047;2.5637654300150947
1048;1.7036118032323682
1049;2.0998851567205854
1050;2.4610469629080955
1051;2.935477191694632
1052;1.9863780592187463
1053;1.5715441913992825
1054;1.6643106896610833
1055;0.7562591665741925
1056;0.8027695392342074
1057;1.3423871779577343
1058;0.2865712882866222
1059;2.61383869367367
1060;0.9290125546259368
1061;1.892758695926592
1062;2.331261549308754
1063;2.234238472600233
1064;2.3858282190764624
1065;3.347356743507809
1066;3.2618553073332905
1067;1.0396238791477144
1068;0.0278186247324679
1069;1.3299645378768772
1070;3.283916521897384
1071;2.937454182316864
1072;0.7388682028052602
1073;2.556801662833417
1074;3.300928568970799
1075;2.200682946560561
1076;1.8558655731681932
1077;2.734401494419992
1078;2.1317372971872284
1079;0.9797699107752862
1080;0.994325023551287
1081;2.0746999767813343
1082;0.500508035804656
1083;2.532438417587673
1084;1.4633780357856976
1085;2.342836773191855
1086;1.1588463344506037
1087;1.5237487447337323
1088;0.0
1089;1.0586220144439875
1090;2.2297401841747666
1091;0.1947432807455151
1092;3.5069200713692137
1093;3.552286943350944
1094;2.23849135429023
1095;2.7084723438568763
1096;0.7329082339013866
1097;0.9654824453045304
1098;2.5552328599380942
1099;0.7443222999212357
1100;0.7220565813951911
1101;1.2712295298373406
1102;2.52614214142023
1103;0.9424153953595232
1104;1.515639098395023
1105;0.6482739267081915
1106;2.0488500821388604
1107;0.8422959992571388
1108;1.4641879236906472
1109;1.487946865169799
1110;2.587565796370635
1111;3.2208069781948727
1112;3.5451594318003106
1113;3.0895989530746477
1114;1.919956439918208
1115;2.198593184586961
1116;0.8782126167627767
1117;1.340368647512407
1118;1.8195113357139088
1119;0.6193509314675341
1120;3.619460869693516
1121;2.17490279620988
1122;2.974406014911044
1123;0.9807358437488028
1124;3.101673809015105
1125;3.4982573417733205
1126;2.590553445052984
1127;3.5350037581843186
1128;2.8199217452931866
1129;2.0165967745176614
1130;1.3711850388917164
1131;2.1047955879699045
1132;3.030439088696523
1133;3.58242187231196
1134;2.4265467060392454
1135;3.161436270258364
1136;2.122638529628868
1137;2.204860580997317
1138;1.182987500498048
1139;2.7387957163436
1140;2.2379013009826028
1141;3.139481546380388
1142;1.0460447710800969
1143;0.8164582452137992
1144;2.03354462052118
1145;2.432078522782237
1146;2.6597713195279016
1147;3.588887939765012
1148;2.3145876278110027
1149;1.00722582021403
1150;2.8816123214605245
1151;2.804504928911685
1152;1.7629211240998668
1153;1.11991126295732
1154;1.0306575057198797
1155;3.0756193536614336
1156;2.631434065124418
1157;0.5030669073279145
1158;2.784237837142815
1159;0.2476267650865634
1160;1.189548769618786
1161;3.3759940088028397
1162;1.293573556445951
1163;3.7185869042869646
1164;2.670559614819829
1165;2.369648013449619
1166;1.6244868202221543
1167;2.5374768278143587
1168;2.298417928509479
1169;2.2598041504961186
1170;1.3213433008698847
1171;0.9499742281238568
1172;0.818786616073051
1173;2.3392245127535936
1174;2.6827762879633723
1175;1.543837471085622
1176;0.1969011048236224
1177;2.748610257448085
1178;1.1048937876999445
1179;2.553439811443938
1180;3.2742334588098787
1181;3.1860603780389143
1182;1.722115750240589
1183;2.3380463575903736
1184;3.273998748434336
1185;2.993502391205279
1186;0.8963978990233954
1187;2.9610552588035977
1188;2.6743510954520984
1189;1.2178731513333656
1190;1.36559111032951
1191;1.5222748446854282
1192;2.2314023973705024
1193;2.135266354890094
1194;2.255698914963147
1195;2.751145787611705
1196;0.8976341586164038
1197;3.117354434785501
1198;1.2875951312580094
1199;0.5710530980330257
1200;0.5813557994949716
