id;1dTrend;5dTrend;20dTrend;LongTrend
152;0;2;1;1
153;0;0;1;1
154;0;0;1;1
155;0;0;1;1
156;0;0;1;1
157;1;0;1;1
158;0;0;1;1
159;0;1;1;1
160;0;0;1;1
161;0;0;1;1
162;0;0;1;1
163;0;0;1;1
164;0;0;1;1
165;0;0;1;1
166;1;0;1;1
167;1;0;1;1
168;0;0;1;1
169;0;0;1;1
170;0;0;1;1
171;1;0;1;1
172;1;0;1;1
173;0;0;1;1
174;0;0;1;1
175;0;0;1;1
176;0;0;1;1
177;0;0;1;1
178;0;2;1;1
179;0;2;1;1
180;0;2;1;1
181;0;0;1;1
182;0;0;1;1
183;0;0;1;1
184;1;0;1;1
185;0;0;1;1
186;0;1;1;1
187;0;1;1;1
188;1;1;1;1
189;1;1;1;1
190;1;0;1;1
191;1;0;1;1
192;0;0;1;1
193;0;0;1;1
194;0;0;1;1
195;0;0;1;1
196;0;0;1;1
197;0;0;1;1
198;0;0;1;1
199;1;0;1;1
200;1;0;1;1
201;1;0;1;1
202;0;0;1;1
203;0;0;1;1
204;0;0;1;1
205;0;0;1;1
206;0;0;1;1
207;1;0;1;1
208;0;0;1;1
209;0;0;1;1
210;0;0;1;1
211;0;0;1;1
212;1;0;1;1
213;1;0;1;1
214;0;0;1;1
215;0;0;1;1
216;0;0;1;1
217;1;0;1;1
218;1;0;1;1
219;1;0;1;1
220;0;0;1;1
221;0;0;1;1
222;0;0;1;1
223;0;0;1;1
224;0;2;1;1
225;0;2;1;1
226;0;2;1;1
227;1;0;1;1
228;1;0;1;1
229;1;0;1;1
230;1;0;1;1
231;0;0;1;1
232;0;0;1;1
233;0;0;1;1
234;1;0;1;1
235;0;0;1;1
236;0;0;1;1
237;0;0;1;1
238;0;0;1;1
239;0;2;1;1
240;0;0;1;1
241;1;0;1;1
242;0;2;0;1
243;0;0;0;1
244;0;0;0;1
245;0;0;0;1
246;0;0;0;1
247;1;0;0;1
248;1;0;0;1
249;1;1;0;1
250;1;1;0;1
251;0;1;0;1
252;0;1;0;1
253;0;0;0;1
254;0;0;0;1
255;0;0;0;1
256;0;0;0;1
257;0;2;0;1
258;0;2;0;1
259;0;2;0;1
260;0;2;0;1
261;0;0;0;1
262;0;0;0;2
263;0;0;0;2
264;0;0;0;2
265;0;0;0;2
266;0;0;0;2
267;0;0;0;2
268;0;0;0;2
269;0;0;0;2
270;0;0;0;2
271;0;0;0;2
272;0;0;0;2
273;0;0;0;2
274;0;0;0;2
275;0;0;0;2
276;0;0;0;2
277;0;0;0;2
278;0;0;1;2
279;1;0;1;2
280;0;0;0;2
281;0;1;0;2
282;0;0;0;2
283;0;0;0;2
284;0;0;0;2
285;0;0;0;2
286;0;0;0;2
287;0;0;0;2
288;0;0;0;2
289;0;0;0;2
290;0;0;0;2
291;0;0;0;2
292;0;0;1;2
293;0;0;1;2
294;0;0;1;2
295;0;0;1;2
296;0;0;1;2
297;0;0;1;2
298;0;0;1;2
299;0;0;1;2
300;0;0;1;2
301;0;0;1;2
302;1;0;1;2
303;0;0;1;2
304;0;0;1;2
305;0;0;1;2
306;0;0;1;2
307;0;0;1;2
308;0;0;1;2
309;0;0;1;2
310;0;0;1;2
311;0;0;1;2
312;0;0;1;2
313;0;0;1;2
314;0;0;1;2
315;0;0;1;2
316;0;0;1;2
317;0;0;1;2
318;0;0;1;2
319;1;0;1;2
320;1;0;1;2
321;1;0;1;2
322;1;0;1;2
323;1;0;1;2
324;1;0;1;2
325;1;0;1;2
326;0;0;1;2
327;0;0;1;2
328;0;0;1;2
329;0;0;1;2
330;0;0;1;2
331;0;0;1;2
332;0;0;1;2
333;1;0;1;2
334;0;0;1;2
335;0;0;1;2
336;0;0;1;2
337;0;0;1;2
338;1;0;1;2
339;1;0;1;2
340;1;1;1;2
341;0;1;1;2
342;0;0;1;2
343;0;0;1;2
344;0;0;1;2
345;0;2;1;2
346;0;0;1;2
347;0;2;1;2
348;0;2;1;2
349;1;0;1;2
350;1;0;1;2
351;1;0;1;2
352;1;0;1;2
353;1;0;1;2
354;1;0;1;2
355;0;0;0;1
356;0;0;0;1
357;0;0;1;1
358;0;0;1;1
359;0;0;1;1
360;0;0;1;1
361;0;0;1;1
362;0;0;1;1
363;0;0;1;1
364;0;0;0;1
365;0;0;0;1
366;0;2;0;1
367;0;2;0;1
368;0;2;0;1
369;0;0;0;1
370;0;0;0;1
371;0;0;1;1
372;0;0;1;1
373;0;0;1;1
374;0;1;1;1
375;1;1;1;1
376;1;1;1;1
377;1;1;1;1
378;1;0;0;1
379;1;0;0;1
380;0;0;0;1
381;0;0;0;1
382;0;0;0;1
383;0;0;0;1
384;0;2;1;1
385;0;2;1;1
386;0;0;1;1
387;0;0;1;1
388;0;0;1;1
389;1;0;1;1
390;0;0;1;1
391;0;0;1;1
392;0;0;1;1
393;1;0;1;1
394;0;0;1;1
395;0;0;1;1
396;0;0;1;1
397;0;0;1;1
398;1;0;1;1
399;0;0;1;1
400;0;0;1;1
401;0;0;1;1
402;0;0;1;1
403;1;0;1;1
404;0;0;1;1
405;0;1;1;1
406;0;1;1;1
407;0;1;1;1
408;0;1;1;1
409;0;0;1;1
410;0;0;1;1
411;0;0;1;1
412;1;0;1;1
413;0;0;0;1
414;0;0;0;1
415;0;0;0;1
416;0;0;0;1
417;0;0;0;1
418;0;2;0;1
419;0;2;0;1
420;0;2;1;1
421;0;0;1;1
422;0;0;1;1
423;1;0;1;1
424;0;0;1;1
425;0;0;0;1
426;0;0;0;1
427;0;0;0;1
428;0;0;1;1
429;0;0;1;1
430;0;0;1;1
431;0;0;1;1
432;0;0;1;1
433;0;0;1;1
434;0;0;1;1
435;0;1;1;1
436;0;1;1;1
437;0;1;1;1
438;1;1;1;1
439;0;0;1;1
440;0;0;1;1
441;0;0;1;1
442;0;0;1;1
443;0;0;1;1
444;0;0;0;1
445;0;0;0;1
446;0;0;0;1
447;0;0;0;1
448;0;0;0;1
449;0;0;0;1
450;0;0;0;1
451;0;0;0;1
452;1;0;0;1
453;1;0;0;1
454;1;0;0;1
455;0;0;0;1
456;0;0;0;1
457;0;0;0;1
458;0;0;0;1
459;0;2;0;1
460;0;2;0;1
461;0;2;0;1
462;0;2;0;1
463;0;0;0;1
464;0;0;0;1
465;0;0;1;1
466;0;0;1;1
467;0;0;1;1
468;1;0;1;1
469;0;0;1;1
470;0;0;1;1
471;0;0;1;1
472;0;0;1;1
473;0;0;1;1
474;0;0;1;1
475;0;0;1;1
476;0;0;1;1
477;0;0;1;1
478;0;0;1;1
479;0;1;1;1
480;1;1;1;1
481;1;1;1;1
482;1;1;1;1
483;1;0;1;1
484;1;0;1;1
485;1;0;1;1
486;0;0;1;1
487;0;0;1;1
488;0;0;1;1
489;0;0;1;1
490;0;0;1;1
491;1;0;1;1
492;1;0;1;1
493;0;0;1;1
494;0;0;1;1
495;0;0;1;1
496;0;0;1;1
497;0;0;1;1
498;0;0;1;1
499;1;0;1;1
500;1;0;1;1
501;1;0;1;1
502;1;0;1;1
503;1;0;1;1
504;1;0;1;1
505;0;0;1;1
506;0;0;1;1
507;0;0;1;1
508;0;0;1;1
509;0;0;1;1
510;0;0;1;1
511;0;0;1;1
512;0;0;0;1
513;0;0;1;1
514;1;0;1;1
515;1;0;1;1
516;1;0;1;1
517;0;0;1;1
518;0;0;1;1
519;0;0;1;1
520;0;0;1;1
521;1;0;0;1
522;0;0;0;1
523;0;0;0;1
524;0;0;0;1
525;0;0;1;1
526;0;0;0;1
527;0;0;1;1
528;0;2;1;1
529;0;2;1;1
530;0;2;1;1
531;0;2;1;1
532;0;0;1;1
533;0;0;1;1
534;0;0;1;1
535;1;1;1;1
536;1;1;1;1
537;0;1;1;1
538;0;0;1;1
539;0;0;1;1
540;0;0;1;1
541;0;0;1;1
542;1;0;1;1
543;0;0;1;1
544;0;0;1;1
545;0;0;1;1
546;0;0;1;1
547;0;0;1;1
548;0;0;1;1
549;0;0;1;1
550;0;0;1;1
551;0;0;1;1
552;0;0;1;1
553;0;0;1;1
554;0;0;1;1
555;0;0;1;1
556;0;0;1;1
557;0;0;1;1
558;0;0;1;1
559;0;0;1;1
560;1;0;1;1
561;0;0;1;1
562;0;0;1;1
563;0;0;1;1
564;0;0;1;1
565;0;0;1;1
566;1;0;1;1
567;1;0;1;1
568;1;1;1;1
569;1;1;1;1
570;1;1;1;1
571;1;1;1;1
572;0;0;1;1
573;0;0;1;1
574;0;0;1;1
575;1;0;1;1
576;1;0;1;1
577;1;0;1;1
578;1;0;1;1
579;1;0;1;1
580;1;0;1;1
581;0;0;1;1
582;0;0;1;1
583;0;0;1;1
584;0;0;1;1
585;0;0;1;1
586;1;0;1;1
587;0;0;1;1
588;0;0;1;1
589;0;0;1;1
590;0;0;1;1
591;1;0;1;1
592;0;0;1;1
593;0;0;1;1
594;0;0;1;1
595;0;1;1;1
596;0;1;1;1
597;1;0;1;1
598;1;0;1;1
599;1;0;1;1
600;0;0;1;1
601;0;0;1;1
602;0;0;1;1
603;0;0;1;1
604;0;0;1;1
605;1;0;1;1
606;1;0;1;1
607;1;0;1;1
608;1;0;1;1
609;1;0;1;1
610;0;0;1;1
611;0;0;1;1
612;0;0;1;1
613;0;0;1;1
614;0;0;0;1
615;0;0;1;1
616;0;0;0;1
617;0;0;0;1
618;0;0;0;1
619;0;0;0;1
620;0;0;0;1
621;1;0;0;1
622;1;0;0;1
623;1;1;0;1
624;0;1;0;1
625;0;1;0;1
626;0;1;0;1
627;1;0;1;1
628;0;0;0;1
629;0;0;0;1
630;0;0;0;1
631;0;0;0;1
632;0;2;0;1
633;0;2;1;1
634;0;2;1;1
635;0;2;1;1
636;0;0;1;1
637;0;0;1;1
638;0;0;1;1
639;0;0;1;1
640;0;0;1;1
641;0;1;1;1
642;1;1;1;1
643;1;1;1;1
644;0;1;1;1
645;0;0;1;1
646;0;0;1;1
647;0;0;1;1
648;0;0;1;1
649;0;0;1;1
650;0;0;1;1
651;0;0;1;1
652;0;0;1;1
653;1;0;1;1
654;1;0;1;1
655;1;0;1;1
656;1;0;1;1
657;1;0;1;1
658;0;0;1;1
659;0;0;1;1
660;0;0;1;1
661;0;0;1;1
662;1;0;1;1
663;0;0;1;1
664;0;0;1;1
665;0;0;1;1
666;0;0;1;1
667;0;0;1;1
668;0;0;1;1
669;0;0;1;1
670;0;0;1;1
671;1;0;1;1
672;1;0;1;1
673;1;1;1;1
674;1;1;1;1
675;0;1;1;1
676;0;1;1;1
677;0;0;1;1
678;0;0;1;1
679;0;0;1;1
680;0;0;1;1
681;0;0;1;1
682;0;0;1;1
683;1;0;1;1
684;0;0;1;1
685;0;0;1;1
686;0;0;1;1
687;0;0;1;1
688;0;0;1;1
689;1;0;1;1
690;1;0;1;1
691;1;0;1;1
692;1;0;1;1
693;1;0;1;1
694;1;0;1;1
695;0;0;1;1
696;0;0;1;1
697;0;0;1;1
698;0;0;1;1
699;1;0;1;1
700;0;0;1;1
701;0;0;1;1
702;0;0;1;1
703;1;0;1;1
704;1;0;1;1
705;1;0;1;1
706;1;0;1;1
707;1;0;1;1
708;1;0;1;1
709;0;0;1;1
710;0;0;1;1
711;0;0;1;1
712;0;0;1;1
713;0;0;1;1
714;1;0;1;1
715;0;0;1;1
716;0;1;0;1
717;0;1;0;1
718;1;1;0;1
719;0;1;0;1
720;0;0;0;1
721;0;0;0;1
722;0;0;0;1
723;0;2;0;1
724;0;2;0;1
725;0;0;0;1
726;1;0;0;1
727;0;0;0;1
728;0;0;0;1
729;0;0;0;1
730;0;0;0;1
731;0;0;0;1
732;0;0;0;1
733;0;0;0;1
734;0;0;0;1
735;0;0;0;1
736;0;0;0;1
737;0;0;0;1
738;0;0;0;1
739;0;0;0;1
740;0;0;0;1
741;0;0;1;1
742;0;0;1;1
743;0;0;1;1
744;0;0;0;1
745;0;0;0;1
746;0;0;0;1
747;0;0;0;1
748;0;0;0;1
749;1;0;1;1
750;1;0;0;1
751;0;1;0;1
752;0;1;0;1
753;0;1;0;1
754;0;1;0;1
755;0;0;0;1
756;0;0;0;1
757;1;0;0;1
758;1;0;0;1
759;0;0;0;1
760;0;0;0;1
761;0;0;0;1
762;0;0;0;1
763;0;2;0;1
764;1;0;1;1
765;0;0;0;1
766;0;0;0;1
767;0;0;0;1
768;0;0;0;1
769;0;0;0;1
770;0;0;0;1
771;0;0;0;1
772;0;0;0;2
773;0;0;0;2
774;0;0;0;2
775;0;0;0;2
776;0;0;0;2
777;0;0;0;2
778;0;0;0;2
779;0;0;0;2
780;0;0;0;2
781;0;0;0;2
782;0;0;0;2
783;0;0;0;2
784;0;0;0;2
785;0;0;1;2
786;0;0;1;2
787;0;0;1;2
788;0;0;1;2
789;0;0;1;2
790;0;0;1;2
791;0;0;1;2
792;0;0;1;2
793;1;1;1;2
794;1;1;1;2
795;0;1;1;2
796;0;0;1;2
797;0;0;1;2
798;0;0;1;2
799;1;0;1;2
800;1;0;1;2
801;1;0;1;2
802;1;0;1;2
803;1;0;1;2
804;1;0;1;2
805;1;0;1;2
806;0;0;1;2
807;0;0;1;2
808;0;0;1;2
809;0;0;1;2
810;0;0;1;2
811;0;0;1;2
812;0;0;1;2
813;1;0;1;2
814;0;0;1;2
815;0;0;0;2
816;0;0;0;2
817;1;0;1;2
818;1;0;1;2
819;1;0;0;2
820;0;0;0;2
821;0;0;0;2
822;0;0;0;2
823;0;0;0;2
824;0;2;0;2
825;0;2;0;2
826;0;2;0;2
827;0;2;0;2
828;0;0;0;2
829;0;0;0;2
830;0;0;0;2
831;0;0;0;2
832;0;0;0;2
833;1;0;0;2
834;0;0;0;2
835;0;1;0;2
836;0;1;0;2
837;1;1;0;2
838;1;1;0;2
839;0;0;0;2
840;0;0;0;2
841;0;0;0;2
842;0;0;0;2
843;0;2;0;2
844;0;2;0;2
845;0;2;0;2
846;0;2;0;2
847;0;0;0;2
848;0;0;0;2
849;0;0;0;2
850;0;0;0;2
851;0;0;0;2
852;0;0;0;2
853;0;0;1;2
854;0;0;0;2
855;0;1;0;2
856;0;1;0;2
857;0;0;0;2
858;0;0;0;2
859;0;0;0;2
860;0;0;0;2
861;0;0;0;2
862;0;0;0;2
863;0;0;0;2
864;0;0;0;2
865;0;0;0;2
866;0;0;0;2
867;0;0;0;2
868;0;0;0;2
869;0;0;0;2
870;0;0;1;2
871;1;0;1;2
872;0;0;1;2
873;0;0;1;2
874;0;0;1;2
875;0;0;1;2
876;0;0;1;2
877;0;0;1;2
878;0;2;1;2
879;0;2;1;2
880;0;2;1;2
881;0;0;1;2
882;0;0;1;2
883;0;1;1;2
884;0;1;1;2
885;0;1;1;2
886;0;0;1;2
887;0;0;1;2
888;1;0;1;2
889;1;0;1;2
890;1;0;1;2
891;0;0;1;2
892;0;0;1;2
893;0;0;1;2
894;0;0;1;2
895;0;2;1;2
896;0;2;1;2
897;0;2;1;2
898;0;2;1;2
899;1;0;1;2
900;1;0;1;2
901;1;0;1;2
902;1;0;1;2
903;1;0;1;2
904;1;0;1;2
905;1;0;1;2
906;0;0;1;2
907;0;0;1;2
908;0;0;1;2
909;0;0;1;2
910;1;0;1;2
911;1;0;1;2
912;1;0;1;2
913;1;0;1;2
914;1;0;1;2
915;0;0;1;2
916;0;0;1;2
917;0;0;1;2
918;1;0;1;2
919;1;0;1;2
920;0;0;1;2
921;0;0;1;2
922;0;0;1;2
923;0;0;1;2
924;0;2;1;2
925;0;2;1;2
926;0;2;1;2
927;0;2;1;2
928;0;0;1;2
929;0;0;1;2
930;0;0;1;2
931;0;1;1;2
932;1;1;1;2
933;1;1;1;2
934;1;1;1;2
935;1;0;1;2
936;1;0;1;2
937;1;0;1;2
938;1;0;1;2
939;1;0;1;2
940;0;0;0;2
941;0;0;0;2
942;0;0;0;2
943;0;0;0;2
944;0;2;0;2
945;0;2;0;2
946;0;2;0;2
947;0;0;0;2
948;0;0;0;2
949;0;0;0;2
950;0;0;0;2
951;0;0;0;2
952;0;0;0;2
953;0;0;0;2
954;0;0;0;2
955;0;0;0;2
956;1;0;0;2
957;0;0;0;2
958;0;0;0;2
959;0;0;0;2
960;0;0;0;2
961;0;0;0;2
962;0;0;0;2
963;0;0;0;2
964;0;0;0;2
965;0;0;0;2
966;0;0;0;2
967;0;0;0;2
968;0;0;0;2
969;0;0;0;2
970;0;0;0;2
971;0;0;0;2
972;0;0;0;2
973;0;0;0;2
974;0;0;0;2
975;0;0;0;2
976;0;0;0;2
977;0;0;0;2
978;1;0;1;2
979;1;0;0;2
980;1;1;0;2
981;0;1;0;2
982;0;0;0;2
983;0;0;0;2
984;0;0;0;2
985;0;0;0;2
986;0;0;0;2
987;0;0;0;2
988;0;0;0;2
989;0;0;0;2
990;0;0;0;2
991;0;0;0;2
992;0;0;0;2
993;0;0;0;2
994;0;0;0;2
995;0;0;0;2
996;0;0;0;2
997;0;0;0;2
998;0;0;0;2
999;0;0;0;2
1000;0;0;0;2
1001;0;0;0;2
1002;0;0;1;2
1003;0;0;1;2
1004;0;0;1;2
1005;0;0;0;2
1006;0;0;0;2
1007;0;1;0;2
1008;0;0;0;2
1009;0;1;0;2
1010;0;0;0;2
1011;0;0;0;2
1012;0;0;0;2
1013;0;0;0;2
1014;0;0;0;2
1015;0;0;0;2
1016;0;0;0;2
1017;0;0;0;2
1018;0;0;0;2
1019;0;0;0;2
1020;0;0;0;2
1021;0;0;0;2
1022;0;0;0;2
1023;0;0;0;2
1024;0;0;0;2
1025;0;0;0;2
1026;0;0;0;2
1027;0;0;0;2
1028;0;0;0;2
1029;0;0;0;2
1030;0;0;0;2
1031;0;0;0;2
1032;0;0;1;2
1033;0;0;1;2
1034;0;0;1;2
1035;0;0;1;2
1036;0;0;1;2
1037;0;0;1;2
1038;0;0;1;2
1039;0;0;1;2
1040;0;0;1;2
1041;0;0;1;2
1042;0;0;1;2
1043;0;0;1;2
1044;0;0;1;2
1045;0;0;1;2
1046;1;0;1;2
1047;1;0;1;2
1048;0;1;1;2
1049;0;1;0;2
1050;0;1;0;2
1051;1;1;0;2
1052;1;0;0;2
1053;0;0;0;2
1054;0;0;0;2
1055;0;0;0;2
1056;0;0;0;2
1057;0;2;0;2
1058;0;2;0;2
1059;0;2;0;2
1060;0;2;0;2
1061;0;0;1;2
1062;0;0;1;2
1063;0;0;1;2
1064;0;0;1;2
1065;0;0;1;2
1066;0;0;1;2
1067;0;0;1;2
1068;0;0;1;2
1069;0;0;1;2
1070;0;0;1;2
1071;1;0;1;2
1072;0;0;1;2
1073;0;0;1;2
1074;0;0;1;2
1075;1;1;1;2
1076;0;1;1;2
1077;0;0;1;2
1078;0;0;1;2
1079;0;0;1;2
1080;1;0;1;2
1081;1;0;1;2
1082;1;0;1;2
1083;1;0;1;2
1084;1;0;1;2
1085;0;0;1;1
1086;0;0;1;1
1087;0;0;1;1
1088;0;0;1;1
1089;0;0;1;1
1090;0;0;1;1
1091;0;0;1;1
1092;0;2;1;1
1093;0;0;1;1
1094;0;2;1;1
1095;0;1;1;1
1096;0;1;1;1
1097;1;1;1;1
1098;1;1;1;1
1099;1;0;1;1
1100;0;0;1;1
1101;0;0;1;1
1102;0;0;1;1
1103;1;0;1;1
1104;1;0;1;1
1105;1;0;1;1
1106;0;0;1;1
1107;0;0;1;1
1108;0;0;1;1
1109;1;0;1;1
1110;1;0;1;1
1111;1;0;1;1
1112;0;0;1;1
1113;0;0;0;1
1114;0;0;0;1
1115;0;0;0;1
1116;1;0;0;1
1117;1;0;0;1
1118;0;0;0;1
1119;0;0;0;1
1120;0;0;0;1
1121;0;0;0;1
1122;0;2;0;1
1123;0;2;0;1
1124;0;2;0;1
1125;0;0;0;1
1126;0;0;0;1
1127;0;0;0;1
1128;0;0;0;1
1129;0;0;0;1
1130;0;0;0;1
1131;0;0;0;1
1132;0;0;0;1
1133;0;0;0;1
1134;0;0;0;1
1135;1;0;0;1
1136;0;0;0;1
1137;0;0;0;1
1138;0;0;0;1
1139;0;0;0;1
1140;0;0;0;1
1141;0;0;1;1
1142;0;0;1;1
1143;0;0;1;1
1144;0;0;1;1
1145;0;0;1;1
1146;0;0;1;1
1147;0;0;1;1
1148;0;0;1;1
1149;0;0;1;1
1150;0;0;1;1
1151;0;0;1;1
1152;0;0;1;1
1153;0;0;1;1
1154;0;0;1;1
1155;0;0;1;1
1156;0;1;1;1
1157;0;1;1;1
1158;1;1;1;1
1159;0;1;1;1
1160;0;0;1;1
1161;0;0;1;1
1162;1;0;1;1
1163;1;0;1;1
1164;1;0;1;1
1165;0;0;1;1
1166;0;0;1;1
1167;0;0;1;1
1168;0;0;1;1
1169;0;0;1;1
1170;0;0;0;1
1171;0;0;0;1
1172;0;2;0;1
1173;0;2;1;1
1174;0;2;0;1
1175;0;2;1;1
1176;0;0;1;1
1177;0;0;1;1
1178;0;0;1;1
1179;1;0;1;1
1180;0;0;1;1
1181;0;0;1;1
1182;0;0;1;1
1183;0;0;1;1
1184;0;0;1;1
1185;1;0;1;1
1186;1;0;1;1
1187;1;0;0;1
1188;0;0;0;1
1189;0;0;0;1
1190;0;0;0;1
1191;0;0;0;1
1192;0;0;1;1
1193;0;0;1;1
1194;1;0;0;1
1195;0;0;0;1
1196;0;0;0;1
1197;0;0;0;1
1198;0;0;0;1
1199;0;2;0;1
1200;0;2;0;1
1201;0;2;0;1
1202;0;2;0;1
1203;0;0;0;1
1204;0;0;0;1
1205;0;0;0;1
1206;0;0;0;1
1207;0;0;0;2
1208;1;0;0;2
1209;1;0;0;2
1210;0;0;0;2
1211;0;0;0;2
1212;0;0;0;2
1213;0;0;0;2
1214;0;0;0;2
1215;0;0;1;2
1216;0;0;0;2
1217;0;0;0;2
1218;0;0;0;2
1219;1;0;0;2
1220;0;0;0;2
1221;0;0;0;2
1222;0;0;0;2
1223;0;0;0;2
1224;0;0;1;2
1225;0;0;1;2
1226;0;0;0;2
1227;0;0;0;2
1228;0;1;0;2
1229;0;0;0;2
1230;1;0;0;2
1231;0;0;0;2
1232;0;0;0;2
1233;0;0;0;2
1234;0;0;0;2
1235;0;0;0;2
1236;0;0;0;2
1237;0;0;0;2
1238;1;0;0;2
1239;1;0;0;2
1240;0;0;0;2
1241;0;0;0;2
1242;0;0;0;2
1243;0;0;0;2
1244;0;0;0;2
1245;0;0;0;2
1246;0;0;0;2
1247;0;0;0;2
1248;0;0;0;2
1249;0;0;0;2
1250;0;0;0;2
1251;0;0;0;2
1252;0;0;0;2
1253;0;0;0;2
1254;0;0;0;2
1255;0;0;0;2
1256;0;0;0;2
1257;0;0;0;2
1258;0;0;0;2
1259;0;0;1;2
1260;0;0;1;2
1261;0;0;1;2
1262;0;0;1;2
1263;0;0;1;2
1264;0;0;1;2
1265;0;0;1;2
1266;0;0;1;2
1267;0;1;0;2
1268;0;1;0;2
1269;0;0;0;2
1270;0;1;0;2
1271;0;0;0;2
1272;0;0;0;2
1273;1;0;0;2
1274;1;0;0;2
1275;0;0;0;2
1276;0;0;0;2
1277;0;0;0;2
1278;0;0;0;2
1279;0;2;0;2
1280;0;2;0;2
1281;0;2;0;2
1282;0;2;0;2
1283;0;0;0;2
1284;0;0;0;2
1285;0;0;0;2
1286;0;0;0;2
1287;0;0;0;2
1288;0;0;0;2
1289;0;0;0;2
1290;0;0;0;2
1291;0;0;0;2
1292;0;0;0;2
1293;0;0;0;2
1294;0;0;0;2
1295;0;0;0;2
1296;0;0;0;2
1297;0;0;0;2
1298;0;0;0;2
1299;0;0;1;2
1300;0;0;1;2
1301;0;0;1;2
1302;0;0;1;2
1303;0;0;1;2
1304;0;0;1;2
1305;0;0;1;2
1306;0;0;1;2
1307;0;0;1;2
1308;0;0;1;2
1309;0;0;1;2
1310;0;0;1;2
1311;0;0;1;2
1312;0;0;1;2
1313;1;0;1;2
1314;0;0;1;2
1315;0;1;1;2
1316;0;1;1;2
1317;1;1;1;2
1318;1;1;1;2
1319;1;0;1;2
1320;1;0;1;2
1321;0;0;1;2
1322;0;0;1;2
1323;0;0;1;2
1324;1;0;1;2
1325;1;0;0;2
1326;0;0;0;2
1327;0;0;0;2
1328;0;0;0;2
1329;0;0;0;2
1330;1;0;0;2
1331;0;0;0;2
1332;0;0;0;2
1333;0;0;0;2
1334;0;0;0;2
1335;0;2;0;2
1336;0;0;0;2
1337;0;0;0;2
1338;0;0;1;2
1339;0;0;1;2
1340;0;0;1;2
1341;0;0;1;2
1342;0;0;1;2
1343;0;0;1;2
1344;0;0;1;2
1345;0;0;1;2
1346;0;0;1;2
1347;0;0;1;2
1348;0;0;1;2
1349;0;0;1;2
1350;0;0;1;2
1351;0;0;1;2
1352;0;0;1;2
1353;0;1;1;2
1354;1;1;1;2
1355;1;1;1;2
1356;1;1;1;2
1357;1;0;1;2
